【福島県外に避難された方の住宅相談・連絡先 】 福島県は、県外に避難された方の住宅相談を行っています。 連絡先：県外避難者支援担当 ０２４－５２３－４１５７ 午前8時30分から午後5時15分まで（平日） http://tinyurl.com/3rx54rd ,High
【福島県総合計画改定案に関する県民意見の募集について】 福島県は、11月7日(月)まで、福島県内に住所がある方及び団体並びに福島県内の学校・事業所等に通勤・通学している方から「福島県総合計画改定案」に対しての意見を募集しています。http://tinyurl.com/5t2zyrt,High
【福島県の仮設住宅等入居者支援事業一覧の作成について】 福島県は、仮設住宅等入居者の方への支援事業をとりまとめました。 http://www.pref.fukushima.jp/j/nyukyosya-shien-ichiran.pdf …,High
消費者庁が、食品と放射能についてＱ＆Ａ方式でまとめております。ご参照ください。http://www.caa.go.jp/jisin/pdf/110530food_qa.pdf …,High
【お知らせ】【水産物Ｑ＆Ａ】東電福島第一原発周辺の海への放射性物質放出による水産物への影響等について、多く寄せられている質問をＱ＆Ａにしました⇒ http://twme.jp/pmo/001C,High
川内村では、応急仮設住宅として、福島県県営住宅等への入居者を募集しています。応募期間は６月２８日まで。詳しくは、http://shinsai.kawauchimura.jp/?p=508 をご覧ください,High
【東電福島原発】枝野官房長官会見（16:00）（続）／一方で住民の方が心配されることも当然であり、また生活形態によっては20mSv/年を超える可能性も否定できないことから、こうした地点を「特定避難勧奨地点」とし近辺の住民の方への注意喚起、情報提供、避難の支援を行うこととする。,High
【東電福島原発】枝野官房長官会見（16:00）（続）／特定避難勧奨地点については特に妊婦やお子さんのいる世帯等は避難して頂けるよう自治体とも相談していく。また避難せずに残られる方に対しては放射線の影響や生活上の留意点等の情報をさらにきめ細かく提供していく。,High
いわき市は東日本大震災により一時的に雇用促進住宅及び応急仮設住宅に入居する避難住民には高齢者等の買い物弱者が多いことから、入居者等の買い物不便の解消を図るために、生鮮食品、日用品などの移動販売を開始します。,High
【お知らせ】【下水汚泥】放射性物質が検出された下水処理場の脱水汚泥等について、処理・輸送・保管に伴い、周辺住民が１年当たり１ミリシーベルト超の放射線を受けないようにする等の考え方に基づいて、国土交通省が取扱い方針をまとめました⇒ http://twme.jp/pmo/0022,High
なお、郡山市と福島市での「合同面接・相談会」は、福島労働局・福島県と北海道 労働局・北海道が協力して、北海道での就職を希望される方への企業面接、生活相談も行います。,Middle
【福島県就労意向に関するアンケート調査の集計結果】 福島県は、仮設住宅入居者の就労意向等を把握し、今後の雇用対策のための基礎資料とするため、就労意向に関するアンケートを実施しましたが、その結果を公表しました。http://tinyurl.com/3h64v7b,Middle
被災１３市町村から県内外に避難している方々に向けて、国からの情報提供として「ふれあいニュースレター【電子版0314】」を配信。中小企業・小規模事業者資金繰り支援策１年延長、早期帰還・定住プラン公表、法テラスふたば開所等お知らせします。　http://tinyurl.com/7cnnyvw,Middle
明日３１日（火）、石川町で、雇用・労働・生活等に関する相談やきめ細やかな就職相談、職業紹介をワンストップで行います。場所は、母畑温泉の八幡屋、時間は１０時から１１時半です。 詳細は、http://tinyurl.com/3m5hbh3,Middle
日本政策金融公庫等が行うセーフティネット貸付（取引企業倒産対応資金）について、一定の要件を満たした事業者に対しては５月２３日から基準利率より最大▲０．７５％の特別利率を適用します。 詳しくは、http://tinyurl.com/3jmo396,Middle
【お知らせ】大震災により被害を受けられた方へ。住民税、固定資産税、自動車税等の地方税について軽減措置等を受けられます。お問い合わせはお住まいの市町村または県へ⇒ http://twme.jp/pmo/0002,Middle
全国に避難されている被災者のみなさまへ。避難先の市町村へ、現在のあなたの所在地などをお知らせ下さい。見舞金、税金の減免など生活支援に関する大切な情報をお届けします。詳しくはいまいらっしゃる避難先の市町村にお問い合わせ下されば大丈夫です。,Middle
【お知らせ】【悪質商法110番】悪質商法に引続きご注意を。全体の相談件数は減少傾向ですが、岩手／宮城／福島／茨城ではまだたくさんの相談が寄せられています。ご相談は⇒0120-214-888（毎日10-16時）開設後2か月のまとめは⇒ http://twme.jp/pmo/001j,Middle
