【福島県外に避難された方の住宅相談・連絡先 】 福島県は、県外に避難された方の住宅相談を行っています。 連絡先：県外避難者支援担当 ０２４－５２３－４１５７ 午前8時30分から午後5時15分まで（平日） http://tinyurl.com/3rx54rd ,生活支援・相談
【福島県総合計画改定案に関する県民意見の募集について】 福島県は、11月7日(月)まで、福島県内に住所がある方及び団体並びに福島県内の学校・事業所等に通勤・通学している方から「福島県総合計画改定案」に対しての意見を募集しています。http://tinyurl.com/5t2zyrt,生活支援・相談
【福島県の仮設住宅等入居者支援事業一覧の作成について】 福島県は、仮設住宅等入居者の方への支援事業をとりまとめました。 http://www.pref.fukushima.jp/j/nyukyosya-shien-ichiran.pdf …,生活支援・相談
消費者庁が、食品と放射能についてＱ＆Ａ方式でまとめております。ご参照ください。http://www.caa.go.jp/jisin/pdf/110530food_qa.pdf …,生活支援・相談
【お知らせ】【水産物Ｑ＆Ａ】東電福島第一原発周辺の海への放射性物質放出による水産物への影響等について、多く寄せられている質問をＱ＆Ａにしました⇒ http://twme.jp/pmo/001C,生活支援・相談
川内村では、応急仮設住宅として、福島県県営住宅等への入居者を募集しています。応募期間は６月２８日まで。詳しくは、http://shinsai.kawauchimura.jp/?p=508 をご覧ください,生活支援・相談
【東電福島原発】枝野官房長官会見（16:00）（続）／一方で住民の方が心配されることも当然であり、また生活形態によっては20mSv/年を超える可能性も否定できないことから、こうした地点を「特定避難勧奨地点」とし近辺の住民の方への注意喚起、情報提供、避難の支援を行うこととする。,生活支援・相談
【東電福島原発】枝野官房長官会見（16:00）（続）／特定避難勧奨地点については特に妊婦やお子さんのいる世帯等は避難して頂けるよう自治体とも相談していく。また避難せずに残られる方に対しては放射線の影響や生活上の留意点等の情報をさらにきめ細かく提供していく。,生活支援・相談
いわき市は東日本大震災により一時的に雇用促進住宅及び応急仮設住宅に入居する避難住民には高齢者等の買い物弱者が多いことから、入居者等の買い物不便の解消を図るために、生鮮食品、日用品などの移動販売を開始します。,生活支援・相談
【お知らせ】【下水汚泥】放射性物質が検出された下水処理場の脱水汚泥等について、処理・輸送・保管に伴い、周辺住民が１年当たり１ミリシーベルト超の放射線を受けないようにする等の考え方に基づいて、国土交通省が取扱い方針をまとめました⇒ http://twme.jp/pmo/0022,生活支援・相談
