警戒区域への一時立入が開始しました。参加には登録が必要です。県外避難者含め、受付センター0120-208-066（毎日8時～22時）までご登録下さいhttp://www.nisa.meti.go.jp/earthquake/tachiiri/tachiiri_index.html,住宅情報
本日、川内村と葛尾村で一時立入が行われました。川内村２８世帯４３名、葛尾村１７世帯２７名。除染の必要のある方及び気分の悪くなった方はおらず、無事終了できました。,住宅情報
一時立入の今後の予定ですが、田村市については希望調査中ですので、希望される方はあす１３日（金）までに、役場にご連絡ください。 その他の市町（南相馬市、楢葉町、富岡町、大熊町、双葉町、浪江町）については、あす１３日以降、フリーダイヤル0120-208-066までご連絡ください。,住宅情報
警戒区域への一時立入についてですが、立入可能な方、持ち出し可能な品、立入の流れなどは、経済産業省原子力安全・保安院のHPをご覧ください。 http://www.nisa.meti.go.jp/earthquake/tachiiri/tachiiri_index.html,住宅情報
福島県で被災され避難されている方は、以前お住まいだった市町村へ、現在の所在地・連絡先等をご連絡いただけますようお願いします。 詳細は、福島県HPをご覧下さい。　 http://www.pref.fukushima.jp/j/call_center5.pdf,住宅情報
福島県・経済産業省では、原子力発電事故により移転を余儀なくされる中小企業等に対し、事業所を県内に移転する場合、事業継続・再開に必要な事業資金につき無利子無担保の融資行います。6月1日から申請を受け付けます。 詳しくは、http://tinyurl.com/3upv5cc,住宅情報
【お知らせ】大震災により被害を受けられた方へ。住民税、固定資産税、自動車税等の地方税について軽減措置等を受けられます。お問い合わせはお住まいの市町村または県へ⇒ http://twme.jp/pmo/0002,住宅情報
本日、警戒区域への一時立入が行われました。南相馬市（一部）と富岡町（一部）が対象です。スクリーニングの結果など、またお知らせします。,住宅情報
役場の臨時職員募集のお知らせ：浪江町では、警戒区域への一時立入りの業務等のために、１０数名程度の臨時職員を募集しています。雇用期間は概ね３ヶ月です。６月１日までで募集締切。 詳しくは、浪江町ＨＰ　http://www.town.namie.fukushima.jp/?p=3337,住宅情報
応急仮設住宅への入居募集のお知らせ：葛尾町では、応急仮設住宅への入居への応募を受け付けています。間取りは１ＤＫから３Ｋまであります。 詳しくは、葛尾村ＨＰ　http://www.katsurao.org/forms/info/info.aspx?info_id=21938,住宅情報
