被災者支援サービスToksyで被災者から「炊飯器」の支援物資要請があります。,物資要請
被災者支援サービスToksyで被災者から「トースター」の支援物資要請があります。,物資要請
被災者支援サービスToksyで被災者から「FOMA充電器」の支援物資要請があります#shien #busshi,物資要請
被災者支援サービスToksyで被災者から「食料品や日用品など希望しております。」の支援物資要請があります。 #shien #busshi,物資要請
被災者支援サービスToksyで被災者から「東松島市の自宅避難さん達に『米』の緊急支援をお願い致します。」の支援物資要請があります。 #shien #busshi,物資要請
被災者支援サービスToksyで被災者から「カップラーメン」の支援物資要請があります。 #busshi,物資要請
被災者支援サービスToksyで被災者から「カップラーメン、焼きそばなど　約２０食」の支援物資要請があります。 #shien #busshi,物資要請
被災者支援サービスToksyで被災者から「レトルト食品・飲み物なで」の支援物資要請があります。 #shien #busshi,物資要請
被災者支援サービスToksyで被災者から「ジュース、ドリンク類　３０から５０本くらい」の支援物資要請があります#shien #busshi,物資要請
被災者支援サービスToksyで被災者から「ミネラルウォーター」の支援物資要請があります。 #shien #busshi,物資要請
