【自己発案紹介】 ご意見お待ちしております ＜＜Twitterを公衆電話から利用可能にするサービス＞＞ http://www.tanomi.com/metoo/r/?kid=84883 … #saigai #anpi #tanomi_com,NoSetting
【−（マイナス）検索の方法】検索する時に、必要のないキーワードの前に−をつけて一緒に検索すると除外されます。例：「#anpi -RT -#jishin」で検索すると、#anpiの中で、RTと#jishinが入っていないもののみが表示されます。結果を絞りたい時はぜひ試してください。,NoSetting
流石にこの間の今回で物資要請も無いかなー、でももしかしたらなー、とか色々考えてFBに御触れを出す形でバランスを取ってみるマン,NoSetting
@psi_liszt 最初にクワイエットをマーキングしたらマップ開いて、クワイエットの居る場所に支援物資要請してクワイエットに直撃させるとスタミナ半分も減るから、それをもう1回やると簡単にスタミナキルできるで　ほんと短時間でできる,NoSetting
楽器が男根のメタファーかは別としても、鈍器などが「男性のシンボル」として表象されるという話は聞いたことがないでもない。とりわけ男子の心を魅了する「ドリル」。つまりドリルが活躍するサンダーバードは国際救助隊でありながら男性のシンボルを掲げて各地で活動していたといえるんじゃないかな。,NoSetting
まさかののび太(妻夫木)の眼鏡にドミネーター機能がついたwwwえ、『サイコパス』の監督じゃなくて『踊る大捜査線』の監督なん？人命救助がまさかの音ゲーwww,NoSetting
【厚木ネグレクト死事件】毎月十分な収入を得ていたのに、ライフライン復旧の支払いはしなかった: 神奈川県厚木市のアパート一室で昨年5月、死後7年以上が経過したとみられる斎藤理玖（りく）くん（5＝当時）の遺体が発見さ… http://bit.ly/1TMGzFs ,NoSetting
かっこいいライフラインの使い方をする先輩.millioner (2:36) #sm21793714 http://nico.ms/sm21793714?cp_webto=share_tw-spweb …,NoSetting
お、会社近くのＧＳの渋滞が無くなった。#322car,NoSetting
ドライバーも歩行者もリスぺクトが足りない　レーシングドライバー　中嶋一貴　：日本経済新聞 (^^;; この意見には、賛成だね。高速道路に歩行者を入れて、人身事故が起きるまで、放置するのは、道路管理会社の責任だと思います。 #322car,NoSetting
そうなのです。年末はスポーツ特番が続々なので、凄ワザお休みが続きましてすみません。来週12日（土）は放送しますよっ　地震を想定した「揺れない住宅」づくりに挑みます！（いけだ）RT @aki0717cyan: @nhk_sugowaza,NoSetting
RT300UP】 逆に逃げられないけど・・・ロシアの集合住宅における地震対策用ベッドに震える http://karapaia.livedoor.biz/archives/52206301.html … ,NoSetting
【ここ最近の巨大地震は、自然の地震ではありません！3.11東北大地震も人工津波テロでした。http://bit.ly/SR5ri8 】http://twitpic.com/cogopf/full  #2ch #2chblog #2chmatome #311care #311shi,NoSetting
小豆をフライパンで煎って、ミルしてお湯で煮出して、小豆コーヒーをつくってみましょう。腎臓を強くしてむくみをとってくれる、デトックスドリンクです。冷え性も治るスグレモノですよ。#save_japan #jishin #311care #kenkou,NoSetting
気仙沼復興商店街オフィシャルサイト　http://kesennumafs.com/ 　#311sppt #kesennuma,NoSetting
支援金、失業保険。さらに、今後、復興のために18兆円もの国費が．．．。　>>復興バブル・震災バブル | がんばれ 東日本！ http://hnds.jp/1968  @#jishin #save_miyagi #save_iwate #311sppt #ganbarojpさんから,NoSetting
【防災対策】ライフラインアカウント検索 https://support.twitter.com/articles/20170074 … いざという時に備えてライフライン関連アカウントを登録しましょう。3.11の時、ケータイから通話は出来ないが、ツイッターは使えた人も多いはず。 #,ライフライン
電気か水か新幹線復旧まだ…？,ライフライン
救援物資のおかげで飯には困らなさそう　電気か水どっちか復旧してくれ！,ライフライン
今日も日が沈みます　電気がない今寝るしかありません　ですが寝ることはできるのです　前向きに頑張る　心折れちゃダメだ！,ライフライン
電池ピンチ　停電復旧まだすかああああああ,ライフライン
明日天気次第　国道歩いて仙台中心いくつもりです　運よければタクシーつかまえる　一泊させてもいいよという方リプください　今ライフライン全滅なため電気を分けていただきたい〉〈　因みに残念ながら男です,ライフライン
地味に食料に困ったが営業中のレストラン発見　コンビニも品揃え十分じゃなかった…　アイスはやたらとあったけど,ライフライン
千葉あたりで強めの地震だそうで　気を抜いちゃいけないね,ライフライン
長い間非常食に、と食べずにおいたモノを食べようかと思う　荷物になるし　この蜜柑とは４日くらいの付き合いかな　いただきます　,ライフライン
いわき市水道局3/17:風船式給水槽1㎥等による給水所（17箇所） 平 地 区：高久小学校、藤間中学校、中央台公民館、平第六小学校 小名浜地区：江名小学校、江名中学校、小名浜高校、玉川中央公園 勿来地区：植田小学校、植田公民館、勿来公民館、金山運動公園 #iwaki #negau,ライフライン
東北本線、花巻以南は復旧の目処が立っていない状況。また盛岡⇔花巻に関してもやむを得ず運休となる場合も考えられる。その際の代替輸送はしないのでご了承下さい、とのこと。今日は夕方から終電23時盛岡発まで運行予定。花巻方面からも終電までとか。 #iwate,交通機関
【交通機関】いわて花巻空港～明日16日（水）からJALによる旅客便の運航再開。明日は臨時便で札幌と大阪間を各１往復。17日以降は通常ダイヤでの運航。なお、東京便など臨時便の運航も調整中。 #IBCradio #IBCtv,交通機関
ふれあいニュースレター第48号（2月号）を掲載しました。被災13市町村から県内外に避難中の方々に向け、南相馬市の特定避難勧奨地点の設定解除、JR常磐線代行バスの運行開始、福島産業復興フェアの様子等をお知らせします。http://tinyurl.com/7cnnyvw,交通機関
ふれあいニュースレター第49号（3月号）を掲載しました。被災13市町村から県内外に避難中の方々に向け、常磐自動車道全線開通、国道288号等の通行自由化、避難者の方々への高速道路の無料化措置延長等をお知らせします。http://tinyurl.com/7cnnyvw ,交通機関
被災１３市町村から県内外に避難している方々に向けて、国からの情報提供として「ふれあいニュースレター」を配信。【第４０号：６月号】常磐線、広野～竜田駅間の運行再開、避難指示区域における２６年産米の作付（試験栽培等実施）等をお知らせします。http://tinyurl.com/7cnnyvw ,交通機関
被災１３市町村から県内外に避難している方々に向けて、国からの情報提供として「ふれあいニュースレター【電子版 1206】」を配信。４市町村住民意向調査を実施、高速道路無料措置１月以降も継続、福島で中長期ロードマップセミナー等お知らせします。　http://tinyurl.com/7cnnyvw,交通機関
【首都高速道路　工事のお知らせ】夜間の工事のため、横羽線は上りの子安～生麦JCT間が、5日(土)と12日(土)のいずれも22時～翌6時まで通行止めになります。この間は、湾岸線などをご利用ください。□http://www.shutoko.jp/traffic/control/blockinfo/ndata/20151109_0152/ … ,交通機関
【中央道　通行止めのお知らせ】事故の調べが行われるため、中央道（上り線）大月IC～上野原IC間は、4日(金)21時～24時まで3時間の予定で通行止めになります。この間は、国道20号などをご利用ください。□http://www.c-nexco.co.jp/topics/400.html  ,交通機関
【東北横断自動車道釜石秋田線　開通】東北横断自動車道釜石秋田線の遠野IC～宮守IC間(約9km)が、5日(土)15時に開通します。□http://www.thr.mlit.go.jp/bumon/kisya/kisyah/images/59045_1.pdf … ,交通機関
【湘南国際マラソン】6日(日)に開催される湘南国際マラソンに伴い、西湘バイパスの西湘二宮IC～国道134号線江の島入口間や新湘南バイパス(下り線)茅ヶ崎西IC～茅ヶ崎海岸IC間が通行止めになるなど、交通規制が行われます。□http://www.shonan-kokusai.jp/10th/event-info/traffic.html …,交通機関
警戒区域への一時立入が開始しました。参加には登録が必要です。県外避難者含め、受付センター0120-208-066（毎日8時～22時）までご登録下さいhttp://www.nisa.meti.go.jp/earthquake/tachiiri/tachiiri_index.html,住宅情報
本日、川内村と葛尾村で一時立入が行われました。川内村２８世帯４３名、葛尾村１７世帯２７名。除染の必要のある方及び気分の悪くなった方はおらず、無事終了できました。,住宅情報
一時立入の今後の予定ですが、田村市については希望調査中ですので、希望される方はあす１３日（金）までに、役場にご連絡ください。 その他の市町（南相馬市、楢葉町、富岡町、大熊町、双葉町、浪江町）については、あす１３日以降、フリーダイヤル0120-208-066までご連絡ください。,住宅情報
警戒区域への一時立入についてですが、立入可能な方、持ち出し可能な品、立入の流れなどは、経済産業省原子力安全・保安院のHPをご覧ください。 http://www.nisa.meti.go.jp/earthquake/tachiiri/tachiiri_index.html,住宅情報
福島県で被災され避難されている方は、以前お住まいだった市町村へ、現在の所在地・連絡先等をご連絡いただけますようお願いします。 詳細は、福島県HPをご覧下さい。　 http://www.pref.fukushima.jp/j/call_center5.pdf,住宅情報
福島県・経済産業省では、原子力発電事故により移転を余儀なくされる中小企業等に対し、事業所を県内に移転する場合、事業継続・再開に必要な事業資金につき無利子無担保の融資行います。6月1日から申請を受け付けます。 詳しくは、http://tinyurl.com/3upv5cc,住宅情報
【お知らせ】大震災により被害を受けられた方へ。住民税、固定資産税、自動車税等の地方税について軽減措置等を受けられます。お問い合わせはお住まいの市町村または県へ⇒ http://twme.jp/pmo/0002,住宅情報
本日、警戒区域への一時立入が行われました。南相馬市（一部）と富岡町（一部）が対象です。スクリーニングの結果など、またお知らせします。,住宅情報
役場の臨時職員募集のお知らせ：浪江町では、警戒区域への一時立入りの業務等のために、１０数名程度の臨時職員を募集しています。雇用期間は概ね３ヶ月です。６月１日までで募集締切。 詳しくは、浪江町ＨＰ　http://www.town.namie.fukushima.jp/?p=3337,住宅情報
応急仮設住宅への入居募集のお知らせ：葛尾町では、応急仮設住宅への入居への応募を受け付けています。間取りは１ＤＫから３Ｋまであります。 詳しくは、葛尾村ＨＰ　http://www.katsurao.org/forms/info/info.aspx?info_id=21938,住宅情報
最近の夢が津波の夢で寝るのが怖い、だからあまり寝たくない。どうすれば寝れるかな？,医療・福祉・健康相談
避難者だけでなく避難者のために毎日動いている人達にも、ボランティアでマッサージをしていただけませんか？その方達も被災者の一人で精神的にも身体的にも限界が来ている方も多いと思いますので、お願いします。,医療・福祉・健康相談
@needgoods0311 【足りません！】注射器、針、点滴のルート、テープ類 #311sppt / 福島県いわき市平 松村総合病院 0246-23 -2161まで #311sppt,医療・福祉・健康相談
本日、川内村と葛尾村で一時立入が行われました。川内村２８世帯４３名、葛尾村１７世帯２７名。除染の必要のある方及び気分の悪くなった方はおらず、無事終了できました。,医療・福祉・健康相談
昨日、一昨日の大熊町、浪江町への一時立入りについては、除染が必要な方はいらっしゃいませんでした。本日は、楢葉町、富岡町、大熊町、双葉町への一時立入りが行われています。,医療・福祉・健康相談
東京電力株式会社福島第一原子力発電所における高濃度の放射性物質を含むたまり水の処理設備及び貯蔵施設の設置について http://bit.ly/lFBIM2 詳しくは経済産業省HPへ,医療・福祉・健康相談
被災１３市町村から県内外に避難している方々に向けて、国からの情報提供として「ふれあいニュースレター」を配信。【第２９号：７月号】富岡町、飯舘村「本格除染」公募開始、浪江町本庁舎で帰町を支える職員の決意、農地除染の取組等をお知らせします。http://tinyurl.com/7cnnyvw ,医療・福祉・健康相談
被災１３市町村から県内外に避難している方々に向けて、国からの情報提供として「ふれあいニュースレター【電子版 1115】」を配信。食品中の放射性物質について、よりよく理解していただくための広報、グループ補助金６次公募を開始等お知らせします。　http://tinyurl.com/7cnnyvw ,医療・福祉・健康相談
